stockorg_code,sku_code,dt,begin_stock_qty,demand_qty,production_qty,trans_in_qty,trans_out_qty,safety_stock_qty,todo_qty,end_stock_qty
warehouse.SZC,31728040031000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,33.458,33.458,33.458
warehouse.SZC,31728040031000011,2024-04-01,0.000,0.000,0.000,0.000,0.000,11.290,11.290,11.290
warehouse.QJC,31010058910000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,5.323,5.323,5.323
warehouse.QJC,31010310010000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QJC,31710000010000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,82.258,82.258,82.258
warehouse.QNC,31010070009000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,25.161,25.161,25.161
warehouse.QNC,31010650037000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,116.285,116.285,116.285
warehouse.QNC,31522220040000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31728040031000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31010030005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,17.245,17.245,17.245
warehouse.SHC,31010647258000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31010900017000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,7.742,7.742,7.742
warehouse.SHC,31728040006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SQC,31011378149000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,54.672,54.672,54.672
warehouse.SXX,31010010001200019,2024-04-01,0.000,0.000,0.000,0.000,0.000,45.738,45.738,45.738
warehouse.SXX,31010010198000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.935,6.935,6.935
warehouse.SXX,31716450013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,1.613,1.613,1.613
warehouse.SXX,31A10008457000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,1.452,1.452,1.452
warehouse.SZC,31010030190120002,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.981,8.981,8.981
warehouse.TZA,31010010001120022,2024-04-01,0.000,0.000,0.000,0.000,0.000,70.440,70.440,70.440
warehouse.TZA,31010030190000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,55.897,55.897,55.897
warehouse.TZA,31010030190120002,2024-04-01,0.000,0.000,0.000,0.000,0.000,130.535,130.535,130.535
warehouse.TZA,31010051936000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.TZA,31010060116000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.TZA,31010090003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.TZA,31010230007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.TZA,31010490001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.TZA,31015640002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,9.224,9.224,9.224
warehouse.TZA,31728040006000003,2024-04-01,0.000,0.000,0.000,0.000,0.000,22.245,22.245,22.245
warehouse.WHC,31010010013000038,2024-04-01,0.000,0.000,0.000,0.000,0.000,12.089,12.089,12.089
warehouse.WHC,31010010146000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31010030055000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,34.742,34.742,34.742
warehouse.WHC,31010037484000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,81.984,81.984,81.984
warehouse.WHC,31010040007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31010051218000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,41.030,41.030,41.030
warehouse.WHC,31010058015150105,2024-04-01,0.000,0.000,0.000,0.000,0.000,19.457,19.457,19.457
warehouse.WHC,31011360007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31013083883000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,77.282,77.282,77.282
warehouse.WHC,31015580005150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,10.686,10.686,10.686
warehouse.WHC,31016000003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.132,6.132,6.132
warehouse.WHC,31017013770000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31017430001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31017430002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31455370004150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.344,2.344,2.344
warehouse.WHC,31457163798000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31716450014000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.516,8.516,8.516
warehouse.WZC,31010030014110200,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WZC,31010040006110107,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.719,8.719,8.719
warehouse.WZC,31010052754000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,127.883,127.883,127.883
warehouse.WZC,31010056426000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WZC,31010060006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,88.546,88.546,88.546
warehouse.WZC,31010080017000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,25.216,25.216,25.216
warehouse.WZC,31010150045110408,2024-04-01,0.000,0.000,0.000,0.000,0.000,112.839,112.839,112.839
warehouse.WZC,31010210055000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,20.952,20.952,20.952
warehouse.WZC,31011360081110200,2024-04-01,0.000,0.000,0.000,0.000,0.000,65.382,65.382,65.382
warehouse.WZC,31011360100000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.208,8.208,8.208
warehouse.WZC,31710000012000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.068,0.068,0.068
warehouse.WZC,31726050046110100,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.607,6.607,6.607
warehouse.XAA,31010051995180501,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.755,14.755,14.755
warehouse.XAA,31010080201000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,31.196,31.196,31.196
warehouse.XAA,31010720046000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,17.795,17.795,17.795
warehouse.XAA,31010760034180100,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAA,31015580005172000,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.197,2.197,2.197
warehouse.XAA,31220003875000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAA,31716450006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.323,2.323,2.323
warehouse.XAA,31726050011172000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31010002069000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,47.148,47.148,47.148
warehouse.XAF,31010030187000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.103,14.103,14.103
warehouse.XAF,31010051537141201,2024-04-01,0.000,0.000,0.000,0.000,0.000,55.486,55.486,55.486
warehouse.XAF,31010051537141208,2024-04-01,0.000,0.000,0.000,0.000,0.000,89.544,89.544,89.544
warehouse.XAF,31010051995000007,2024-04-01,0.000,0.000,0.000,0.000,0.000,47.955,47.955,47.955
warehouse.XAF,31010058660000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,15.766,15.766,15.766
warehouse.XAF,31011980011000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31015830013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,1.065,1.065,1.065
warehouse.XAF,31710000023000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,61.774,61.774,61.774
warehouse.XDF,31010010001163100,2024-04-01,0.000,0.000,0.000,0.000,0.000,25.584,25.584,25.584
warehouse.XDF,31010010001163200,2024-04-01,0.000,0.000,0.000,0.000,0.000,316.593,316.593,316.593
warehouse.XDF,31010055976000004,2024-04-01,0.000,0.000,0.000,0.000,0.000,76.129,76.129,76.129
warehouse.TZA,31710002226000200,2024-04-01,0.000,0.000,0.000,0.000,0.000,4.032,4.032,4.032
warehouse.WHC,31010010012000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,3.893,3.893,3.893
warehouse.WHC,31010057361000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,9.525,9.525,9.525
warehouse.WHC,31716450008000003,2024-04-01,0.000,0.000,0.000,0.000,0.000,39.895,39.895,39.895
warehouse.WZC,31728040014000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,16.781,16.781,16.781
warehouse.XAA,31015600002171000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAA,31016730003180401,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31010056368141202,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31A10000002150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,44.884,44.884,44.884
warehouse.XDF,31010051995163200,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31010058182000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,5.342,5.342,5.342
warehouse.XDF,31010487152000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.516,14.516,14.516
warehouse.XDF,31010650032003900,2024-04-01,0.000,0.000,0.000,0.000,0.000,23.864,23.864,23.864
warehouse.XDF,31013070019000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,39.888,39.888,39.888
warehouse.XDF,31015830008000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,45.087,45.087,45.087
warehouse.XDF,31015830011000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31016400008000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,3.910,3.910,3.910
warehouse.XDF,31017150061000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31017218344000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.319,8.319,8.319
warehouse.XDF,31017430001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31455370002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,5.632,5.632,5.632
warehouse.XDF,31455370006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.723,0.723,0.723
warehouse.XDF,31456720002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,23.133,23.133,23.133
warehouse.XDF,31520295906000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31728040001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,12.338,12.338,12.338
warehouse.XDF,31728040034000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.342,6.342,6.342
warehouse.XDF,31850000003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XXF,31010051936000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,9.784,9.784,9.784
warehouse.XXF,31520000093000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XXF,31728040027000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,10.809,10.809,10.809
warehouse.YCD,31010051856000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,10.907,10.907,10.907
warehouse.YCD,31010057735000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCD,31010310010150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.881,14.881,14.881
warehouse.YCD,31010310038150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,15.558,15.558,15.558
warehouse.YCD,31013083883000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,55.349,55.349,55.349
warehouse.YCD,31017300001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCD,31710000012150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.879,2.879,2.879
warehouse.YCF,31010010001000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,5.863,5.863,5.863
warehouse.YCF,31010056368141206,2024-04-01,0.000,0.000,0.000,0.000,0.000,22.547,22.547,22.547
warehouse.YCF,31010080007140503,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCF,31012200037000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,46.556,46.556,46.556
warehouse.YCF,31014050003163100,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCF,31015700013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.889,6.889,6.889
warehouse.YCF,31A10000009000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,1.219,1.219,1.219
warehouse.YTF,31010053146230061,2024-04-01,0.000,0.000,0.000,0.000,0.000,15.201,15.201,15.201
warehouse.YTF,31010190008000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31010350003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31010990027000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,24.615,24.615,24.615
warehouse.YTF,31011190054000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,19.335,19.335,19.335
warehouse.YTF,31011360068000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31014050001230062,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.882,8.882,8.882
warehouse.YTF,31017010005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,12.493,12.493,12.493
warehouse.YTF,31710000004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,28.145,28.145,28.145
warehouse.YTF,31726050008000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.914,14.914,14.914
warehouse.YTF,31A10000002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.463,2.463,2.463
warehouse.ZYC,31010010198000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.400,6.400,6.400
warehouse.ZYC,31010050228000004,2024-04-01,0.000,0.000,0.000,0.000,0.000,90.205,90.205,90.205
warehouse.ZYC,31010710002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,52.523,52.523,52.523
warehouse.ZYC,31012150027000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZYC,31716452099000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,15.387,15.387,15.387
warehouse.ZYC,31728040020000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,7.226,7.226,7.226
warehouse.ZYC,31728040035000005,2024-04-01,0.000,0.000,0.000,0.000,0.000,15.913,15.913,15.913
warehouse.ZZC,31010051995280002,2024-04-01,0.000,0.000,0.000,0.000,0.000,346.778,346.778,346.778
warehouse.ZZC,31010057468280002,2024-04-01,0.000,0.000,0.000,0.000,0.000,13.567,13.567,13.567
warehouse.ZZC,31010057735000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.800,8.800,8.800
warehouse.ZZC,31010090003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,14.318,14.318,14.318
warehouse.ZZC,31010900016000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,250.089,250.089,250.089
warehouse.XDF,31710000026000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,101.565,101.565,101.565
warehouse.XXF,31016400008000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.160,0.160,0.160
warehouse.YCF,31010030055000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,65.332,65.332,65.332
warehouse.YCF,31260570009000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCF,31A10000002150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,73.245,73.245,73.245
warehouse.YTF,31A10000015000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.377,0.377,0.377
warehouse.ZYC,31010010001000003,2024-04-01,0.000,0.000,0.000,0.000,0.000,27.055,27.055,27.055
warehouse.ZYC,31010010144000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,8.858,8.858,8.858
warehouse.ZZC,31010051537000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,9.256,9.256,9.256
warehouse.ZZC,31010480042000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,247.303,247.303,247.303
warehouse.ZZC,31015640002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZZC,31716450007280001,2024-04-01,0.000,0.000,0.000,0.000,0.000,302.210,302.210,302.210
warehouse.ZZC,31716450013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,11.290,11.290,11.290
warehouse.GAA,31728040031000006,2024-04-01,0.000,0.000,0.000,0.000,0.000,61.961,61.961,61.961
warehouse.HEP,31510900001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LNC,31010010001172000,2024-04-01,0.000,0.000,0.000,0.000,0.000,54.488,54.488,54.488
warehouse.LNC,31010051995171001,2024-04-01,0.000,0.000,0.000,0.000,0.000,5.935,5.935,5.935
warehouse.WZC,31728040033000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZZC,31011378149000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,202.471,202.471,202.471
warehouse.ZZC,31726050065000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,6.977,6.977,6.977
warehouse.ZZC,31A10000015000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,9.963,9.963,9.963
warehouse.HBA,31015830007000000,2024-04-01,67.627,34.090,34.090,0.000,174.783,0.000,141.246,0.000
warehouse.DLC,31710000066000000,2024-04-01,7.777,3.000,0.000,0.000,0.000,0.000,0.000,4.777
warehouse.NJD,31010058660000000,2024-04-01,1.920,29.410,0.000,51.100,0.000,0.000,0.000,23.610
warehouse.ZYC,31013080003000000,2024-04-01,41.832,61.000,0.000,34.778,0.000,0.000,0.000,15.610
warehouse.QNC,31794560014000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAA,31010900016000000,2024-04-01,1.958,26.910,0.000,38.683,0.000,0.000,0.000,13.731
warehouse.HND,31717194419000000,2024-04-01,15.183,0.000,0.000,0.000,0.000,0.000,0.000,15.183
warehouse.ASC,31010240013171000,2024-04-01,9.896,0.000,0.000,0.000,0.000,0.000,0.000,9.896
warehouse.LNC,31010080196000000,2024-04-01,38.543,93.600,93.600,0.000,0.000,0.000,55.057,0.000
warehouse.SHC,31010560042000000,2024-04-01,0.000,21.000,21.000,0.000,0.000,0.000,21.000,0.000
warehouse.FSF,31010030005240100,2024-04-01,55.590,172.250,172.250,0.000,0.000,0.000,116.660,0.000
warehouse.QNC,31017010005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.FJX,31010053532003600,2024-04-01,205.124,336.200,0.000,166.177,0.000,0.000,0.000,35.101
warehouse.YTF,31716450004000000,2024-04-01,17.340,4.565,0.000,0.000,0.000,0.000,0.000,12.775
warehouse.HBA,31016630002000000,2024-04-01,217.228,538.890,538.890,0.000,0.000,0.000,321.662,0.000
warehouse.XAF,31455370002000000,2024-04-01,17.220,51.170,0.000,61.891,0.000,0.000,0.000,27.941
warehouse.WHC,31710001654000003,2024-04-01,18.246,0.000,0.000,0.000,0.000,0.000,0.000,18.246
warehouse.PJC,31710000012000000,2024-04-01,0.721,8.760,0.000,13.362,0.000,0.000,0.000,5.323
warehouse.NJC,31010010210000001,2024-04-01,19.584,2.144,0.000,0.000,0.000,0.000,0.000,17.440
warehouse.QNC,31716455112000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.NJC,31013080072000000,2024-04-01,50.496,48.380,48.380,0.000,0.000,0.000,0.000,2.116
warehouse.QJC,31010051936000000,2024-04-01,5.608,135.668,135.668,0.000,28.492,0.000,158.552,0.000
warehouse.LSA,31010010001000005,2024-04-01,2049.926,1791.710,0.000,0.000,0.000,0.000,0.000,258.216
warehouse.GXC,31010650041000000,2024-04-01,33.264,28.220,0.000,0.000,0.000,0.000,0.000,5.044
warehouse.NXF,31726050015000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HBA,31710000021000000,2024-04-01,23.744,0.000,0.000,0.000,0.000,0.000,0.000,23.744
warehouse.SZC,31010051537120009,2024-04-01,504.718,3229.200,3229.200,0.000,1154.567,0.000,3879.049,0.000
warehouse.LCA,31010210007000000,2024-04-01,14.018,29.940,0.000,15.922,0.000,0.000,0.000,0.000
warehouse.GDC,31A10000006000000,2024-04-01,31.205,9.510,9.510,0.000,0.000,0.000,0.000,21.695
warehouse.CZC,31010010001120022,2024-04-01,133.132,258.300,0.000,160.471,0.000,0.000,0.000,35.303
warehouse.WHC,31014700003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31010010013000004,2024-04-01,4.500,0.000,0.000,0.000,121.054,0.000,116.554,0.000
warehouse.XXF,31013070019000000,2024-04-01,35.826,32.000,32.000,0.000,0.000,0.000,0.000,3.826
warehouse.PJC,31010010139000009,2024-04-01,2.662,0.000,0.000,0.000,0.000,0.000,0.000,2.662
warehouse.QNC,31710000032000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GXC,31456720002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.CDA,31524700002000000,2024-04-01,0.000,1.200,0.000,1.200,0.000,0.000,0.000,0.000
warehouse.NJA,31017018178000000,2024-04-01,9.912,12.460,0.000,8.093,0.000,0.000,0.000,5.545
warehouse.HBA,31017010005171000,2024-04-01,55.814,104.190,0.000,107.671,0.000,0.000,0.000,59.295
warehouse.LNC,31010080214000000,2024-04-01,53.655,82.200,82.200,0.000,0.000,0.000,28.545,0.000
warehouse.SZC,31710002226000200,2024-04-01,1.010,4.100,0.000,0.000,0.000,0.000,3.090,0.000
warehouse.HBA,31710000033000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LNC,31011360022170011,2024-04-01,40.210,256.460,256.460,0.000,162.844,0.000,379.094,0.000
warehouse.SHC,31010030210000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HFC,31016011824000000,2024-04-01,22.564,27.720,0.000,11.288,0.000,0.000,0.000,6.132
warehouse.QJC,31010040007000104,2024-04-01,0.936,19.700,19.700,0.000,0.000,0.000,18.764,0.000
warehouse.HFC,31015830009000000,2024-04-01,3.750,6.180,0.000,4.607,0.000,0.000,0.000,2.177
warehouse.BZC,31717195333000000,2024-04-01,8.641,0.000,0.000,0.000,0.000,0.000,0.000,8.641
warehouse.YCF,31013080070000000,2024-04-01,40.121,22.000,22.000,0.000,25.271,0.000,7.150,0.000
warehouse.WHC,31015580007000000,2024-04-01,44.076,0.060,0.060,0.000,38.578,0.000,0.000,5.438
warehouse.GDC,31014707907000000,2024-04-01,1.242,2.439,0.000,1.197,0.000,0.000,0.000,0.000
warehouse.LCA,31010083598000000,2024-04-01,2.904,7.350,7.350,0.000,0.000,0.000,4.446,0.000
warehouse.GAA,31015580005000000,2024-04-01,24.380,13.230,0.000,0.000,0.000,0.000,0.000,11.150
warehouse.JLC,31716450014000000,2024-04-01,28.980,3.920,0.000,0.000,0.000,0.000,0.000,25.060
warehouse.SHC,31016710010000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31716450004000000,2024-04-01,94.272,1.387,0.000,24.769,0.000,0.000,0.000,117.653
warehouse.KLC,31010010013000004,2024-04-01,76.578,83.160,0.000,21.497,0.000,0.000,0.000,14.915
warehouse.WHC,31457288518000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QJC,31016000003000000,2024-04-01,54.751,110.880,110.880,0.000,61.081,0.000,117.210,0.000
warehouse.MYA,31010030204000000,2024-04-01,110.766,571.880,571.880,0.000,0.000,0.000,461.114,0.000
warehouse.GSC,31010010001000019,2024-04-01,29.650,0.000,0.000,0.000,0.000,0.000,0.000,29.650
warehouse.YTF,31010030005000000,2024-04-01,13.812,41.620,0.000,42.708,0.000,0.000,0.000,14.900
warehouse.LCA,31014050001230062,2024-04-01,20.500,37.660,37.660,0.000,0.000,0.000,17.160,0.000
warehouse.SXX,31A10000015000000,2024-04-01,20.451,10.000,0.000,0.484,0.000,0.000,0.000,10.935
warehouse.BBD,31341420004000000,2024-04-01,27.209,90.640,90.640,0.000,0.000,0.000,63.431,0.000
warehouse.LNC,31014870007000000,2024-04-01,38.011,181.910,181.910,0.000,0.000,0.000,143.899,0.000
warehouse.FYC,31716450008000000,2024-04-01,15.271,11.180,0.000,14.118,0.000,0.000,0.000,18.210
warehouse.BHC,31010010001000000,2024-04-01,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.006
warehouse.XAF,31010010011000000,2024-04-01,48.732,7.200,0.000,0.000,0.000,0.000,0.000,41.532
warehouse.HFC,31451840007000000,2024-04-01,0.000,16.000,0.000,16.000,0.000,0.000,0.000,0.000
warehouse.LNC,31A10000005000000,2024-04-01,5.526,7.550,0.000,7.526,0.000,0.000,0.000,5.502
warehouse.HSF,31010051936000000,2024-04-01,11.880,7.540,0.000,0.000,0.000,0.000,0.000,4.340
warehouse.SZC,31716450032000000,2024-04-01,9.266,4.120,0.000,0.000,0.000,0.000,0.000,5.146
warehouse.HBA,31010058331000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCF,31726050032000000,2024-04-01,11.100,0.000,0.000,0.000,0.000,0.000,0.000,11.100
warehouse.CYF,31010010001172006,2024-04-01,31.903,37.740,0.000,13.717,0.000,0.000,0.000,7.880
warehouse.YCF,31015700011000000,2024-04-01,27.406,32.000,32.000,0.000,0.000,0.000,4.594,0.000
warehouse.LAC,31010240019000000,2024-04-01,4.971,1.800,0.000,2.340,0.000,0.000,0.000,5.511
warehouse.YCF,31525800002000000,2024-04-01,21.380,19.000,19.000,0.000,0.000,0.000,0.000,2.380
warehouse.BHC,31010080004000000,2024-04-01,208.308,145.530,145.530,0.000,13.090,0.000,0.000,49.688
warehouse.HBA,31017430002000000,2024-04-01,1.050,0.630,0.630,0.000,2.499,0.000,2.079,0.000
warehouse.LAC,31716450008000000,2024-04-01,212.337,67.940,0.000,12.522,0.000,0.000,0.000,156.919
warehouse.MYA,31013070019000000,2024-04-01,21.767,77.780,0.000,62.668,0.000,0.000,0.000,6.655
warehouse.WHC,31016400003150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HSF,31016400003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31451840007000000,2024-04-01,23.031,16.000,0.000,0.000,0.000,0.000,0.000,7.031
