stockorg_code,sku_code,dt,begin_stock_qty,demand_qty,production_qty,trans_in_qty,trans_out_qty,safety_stock_qty,todo_qty,end_stock_qty
warehouse.JLC,31710001654000000,2024-04-01,88.200,14.390,0.000,0.000,0.000,0.000,0.000,73.810
warehouse.HBA,31015630005000000,2024-04-01,24.389,87.400,0.000,68.944,0.000,0.000,0.000,5.933
warehouse.WHC,31716450032000000,2024-04-01,64.524,26.100,0.000,0.000,0.000,0.000,0.000,38.424
warehouse.GAA,31728040027000000,2024-04-01,3.172,2.620,0.000,0.000,0.000,0.000,0.000,0.552
warehouse.NJA,31710000024000000,2024-04-01,112.516,280.800,0.000,304.203,0.000,0.000,0.000,135.919
warehouse.HBA,31010051537205502,2024-04-01,41.304,0.000,0.000,0.000,0.000,0.000,0.000,41.304
warehouse.CZC,31013080048000000,2024-04-01,272.517,370.514,370.514,0.000,0.000,0.000,97.997,0.000
warehouse.HFC,31010058015000000,2024-04-01,0.000,23.640,0.000,23.640,0.000,0.000,0.000,0.000
warehouse.SQC,31010051995230054,2024-04-01,151.633,77.000,77.000,0.000,0.000,0.000,0.000,74.633
warehouse.GAA,31010055976166000,2024-04-01,319.426,649.260,649.260,0.000,1651.913,0.000,1981.747,0.000
warehouse.PJC,31010080004171000,2024-04-01,332.250,95.670,95.670,0.000,0.000,0.000,0.000,236.580
warehouse.CZC,31456720002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSA,31010180007163100,2024-04-01,3.024,3.020,0.000,0.000,0.000,0.000,0.000,0.004
warehouse.GAA,31014050003163273,2024-04-01,285.820,806.080,806.080,0.000,0.000,0.000,520.260,0.000
warehouse.WHC,31017010005000000,2024-04-01,0.000,8.000,8.000,0.000,101.391,0.000,109.391,0.000
warehouse.FYC,31010570012000000,2024-04-01,153.054,495.000,495.000,0.000,0.000,0.000,341.946,0.000
warehouse.BBD,31010051995000006,2024-04-01,52.542,322.540,322.540,0.000,0.000,0.000,269.998,0.000
warehouse.SZC,31010450023000000,2024-04-01,30.000,487.800,487.800,0.000,0.000,0.000,457.800,0.000
warehouse.WHC,31710004389000000,2024-04-01,3.456,0.000,0.000,0.000,0.000,0.000,0.000,3.456
warehouse.GAA,31016010005000000,2024-04-01,11.405,30.810,0.000,27.025,0.000,0.000,0.000,7.619
warehouse.YCF,31716450004000000,2024-04-01,29.050,27.000,0.000,21.337,0.000,0.000,0.000,23.387
warehouse.HBA,31710000030000000,2024-04-01,0.000,17.300,0.000,17.542,0.000,0.000,0.000,0.242
warehouse.LSD,31716450006000000,2024-04-01,63.291,53.980,0.000,21.108,0.000,0.000,0.000,30.419
warehouse.ZYC,31010057735000000,2024-04-01,123.039,207.560,207.560,0.000,0.000,0.000,84.521,0.000
warehouse.NJD,31520480014000000,2024-04-01,1.240,0.000,0.000,0.000,0.000,0.000,0.000,1.240
warehouse.BBD,31016390005130106,2024-04-01,122.664,0.000,0.000,0.000,0.000,0.000,0.000,122.664
warehouse.ZZC,31015830016000000,2024-04-01,5.710,9.500,0.000,14.361,0.000,0.000,0.000,10.571
warehouse.BHC,31010200031000000,2024-04-01,112.424,90.790,90.790,0.000,0.000,0.000,0.000,21.634
warehouse.LAC,31010051995130102,2024-04-01,182.882,574.600,574.600,0.000,0.000,0.000,391.718,0.000
warehouse.XDF,31010240014000000,2024-04-01,1.614,0.300,0.000,0.000,0.000,0.000,0.000,1.314
warehouse.GXC,31010650038000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31520040001000000,2024-04-01,0.132,71.000,71.000,0.000,0.000,0.000,70.868,0.000
warehouse.HBA,31016715543000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSA,31455370004000000,2024-04-01,1.321,4.410,0.000,5.552,0.000,0.000,0.000,2.463
warehouse.GAA,31010030203000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LJC,31710000014000000,2024-04-01,0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.864
warehouse.WHC,31B17377866000000,2024-04-01,15.581,0.756,0.756,0.000,8.610,0.000,0.000,6.215
warehouse.MYA,31520040001000000,2024-04-01,10.962,28.590,0.000,25.225,0.000,0.000,0.000,7.597
warehouse.HBA,31A40000004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSD,31010214396000000,2024-04-01,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.372
warehouse.JLC,31010010010000001,2024-04-01,14.880,8.820,0.000,0.000,0.000,0.000,0.000,6.060
warehouse.LNC,31010090065172000,2024-04-01,274.464,315.000,315.000,0.000,0.000,0.000,40.536,0.000
warehouse.YCF,31726056092000000,2024-04-01,28.980,0.000,0.000,0.000,0.000,0.000,0.000,28.980
warehouse.XDF,31015610001000000,2024-04-01,18.318,16.870,0.000,25.646,0.000,0.000,0.000,27.094
warehouse.LNC,31015640004000000,2024-04-01,0.450,0.048,0.048,0.000,157.340,0.000,156.938,0.000
warehouse.HFC,31726050008130204,2024-04-01,24.234,51.180,0.000,35.653,0.000,0.000,0.000,8.706
warehouse.GXC,31716450006000000,2024-04-01,31.089,9.960,0.000,0.000,0.000,0.000,0.000,21.129
warehouse.WHC,31016710004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GDC,31710000012000000,2024-04-01,164.871,295.450,0.000,351.321,0.000,0.000,0.000,220.742
warehouse.SHC,31015580007000000,2024-04-01,4.158,0.050,0.000,0.000,0.000,0.000,0.000,4.108
warehouse.BZC,31457163318000000,2024-04-01,4.070,0.410,0.000,0.000,0.000,0.000,0.000,3.660
warehouse.XAA,31A10000002150101,2024-04-01,2.782,70.660,0.000,92.803,0.000,0.000,0.000,24.925
warehouse.WHC,31520000047000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31456720002150102,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31010010013162400,2024-04-01,20.022,62.700,0.000,52.266,0.000,0.000,0.000,9.588
warehouse.LJC,31010010139183400,2024-04-01,34.377,38.290,38.290,0.000,33.480,0.000,37.393,0.000
warehouse.XDF,31710000068000000,2024-04-01,14.090,0.000,0.000,0.000,0.000,0.000,0.000,14.090
warehouse.SHC,31455370004150102,2024-04-01,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.158
warehouse.BBD,31010030005000000,2024-04-01,614.845,1892.050,1892.050,0.000,0.000,0.000,1277.205,0.000
warehouse.XAF,31010010001000002,2024-04-01,398.293,424.990,0.000,60.384,0.000,0.000,0.000,33.688
warehouse.LSD,31010210035000000,2024-04-01,212.026,146.260,146.260,0.000,0.000,0.000,0.000,65.766
warehouse.XDF,31010010013000012,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QJC,31015580005150101,2024-04-01,7.536,0.000,0.000,0.000,0.000,0.000,0.000,7.536
warehouse.QJC,31020040002000000,2024-04-01,13.764,10.300,10.300,0.000,0.000,0.000,0.000,3.464
warehouse.NJA,31716450032000000,2024-04-01,9.208,11.520,0.000,11.602,0.000,0.000,0.000,9.290
warehouse.BZC,31010060014000000,2024-04-01,24.776,232.310,232.310,0.000,0.000,0.000,207.534,0.000
warehouse.SZC,31016011824000000,2024-04-01,41.572,6.000,0.000,0.000,0.000,0.000,0.000,35.572
warehouse.WZC,31010057253000000,2024-04-01,101.100,47.880,47.880,0.000,12.616,0.000,0.000,40.604
warehouse.BZC,31726050011000000,2024-04-01,20.852,43.700,0.000,29.422,0.000,0.000,0.000,6.574
warehouse.BBD,31726050077000000,2024-04-01,1.236,0.000,0.000,0.000,0.000,0.000,0.000,1.236
warehouse.LAC,31010000061130001,2024-04-01,0.000,356.890,356.890,0.000,0.000,0.000,356.890,0.000
warehouse.HSF,31010010013000000,2024-04-01,17.230,0.000,0.000,0.000,0.000,0.000,0.000,17.230
warehouse.SXX,31016770001000000,2024-04-01,0.940,71.000,0.000,70.060,0.000,0.000,0.000,0.000
warehouse.FJX,31A10000015000000,2024-04-01,3.960,24.340,0.000,33.779,0.000,0.000,0.000,13.399
warehouse.YCF,31016400002000000,2024-04-01,14.460,9.000,0.000,0.000,0.000,0.000,0.000,5.460
warehouse.GSC,31710001654000000,2024-04-01,0.000,12.900,0.000,56.771,0.000,0.000,0.000,43.871
warehouse.NJD,31015580005000000,2024-04-01,7.640,14.640,0.000,10.135,0.000,0.000,0.000,3.135
warehouse.LNC,31015830013171000,2024-04-01,23.194,15.110,0.000,2.006,0.000,0.000,0.000,10.090
warehouse.CZC,31728040031000011,2024-04-01,0.000,174.000,0.000,196.558,0.000,0.000,0.000,22.558
warehouse.QJC,31520000093000000,2024-04-01,69.833,101.020,101.020,0.000,0.000,0.000,31.187,0.000
warehouse.QNC,31010058660000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ASC,31015210002170013,2024-04-01,120.356,0.000,0.000,0.000,0.000,0.000,0.000,120.356
warehouse.GDC,31010010012000000,2024-04-01,2.268,5.640,0.000,3.372,0.000,0.000,0.000,0.000
warehouse.MYA,31455370004000000,2024-04-01,1.028,0.700,0.000,0.000,0.000,0.000,0.000,0.328
warehouse.NJD,31524830002000000,2024-04-01,7.210,12.450,0.000,5.240,0.000,0.000,0.000,0.000
warehouse.ASC,31010090093171000,2024-04-01,12.852,3.000,0.000,0.000,0.000,0.000,0.000,9.852
warehouse.BZC,31010010003000000,2024-04-01,48.774,44.330,0.000,10.195,0.000,0.000,0.000,14.639
warehouse.NXF,31010000045000000,2024-04-01,70.000,158.060,158.060,0.000,0.000,0.000,88.060,0.000
warehouse.XAA,31011260030000000,2024-04-01,79.884,281.890,281.890,0.000,0.000,0.000,202.006,0.000
warehouse.XDF,31015620001000000,2024-04-01,39.426,8.630,0.000,0.000,0.000,0.000,0.000,30.796
warehouse.FYC,31010030053130403,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LJC,31716450006000000,2024-04-01,12.965,28.760,0.000,48.182,0.000,0.000,0.000,32.387
warehouse.WZC,31716457179000100,2024-04-01,1.080,27.000,0.000,41.178,0.000,0.000,0.000,15.258
warehouse.WHC,31010010001150104,2024-04-01,792.320,1200.600,1200.600,0.000,756.252,0.000,1164.532,0.000
warehouse.LJC,31011350003000000,2024-04-01,333.294,1478.520,1478.520,0.000,0.000,0.000,1145.226,0.000
warehouse.CZC,31010055173000000,2024-04-01,12.005,0.000,0.000,0.000,0.000,0.000,0.000,12.005
warehouse.DLC,31011360023171001,2024-04-01,29.130,40.000,40.000,0.000,0.000,0.000,10.870,0.000
warehouse.HFC,31456720004000000,2024-04-01,0.800,1.800,0.000,1.000,0.000,0.000,0.000,0.000
warehouse.LJC,31710001654000000,2024-04-01,156.222,72.130,0.000,0.000,0.000,0.000,0.000,84.092
warehouse.YCD,31013087731000000,2024-04-01,152.806,248.000,0.000,128.221,0.000,0.000,0.000,33.026
warehouse.JLC,31011368063000000,2024-04-01,16.524,39.060,39.060,0.000,0.000,0.000,22.536,0.000
warehouse.HBA,31J40000001000000,2024-04-01,2.556,7.596,0.000,5.040,0.000,0.000,0.000,0.000
warehouse.JLC,31455370002000000,2024-04-01,12.828,5.040,0.000,0.000,0.000,0.000,0.000,7.788
warehouse.ZZC,31726054924000004,2024-04-01,3.764,0.000,0.000,0.000,0.000,0.000,0.000,3.764
warehouse.QNC,31524700011000000,2024-04-01,71.280,34.330,0.000,0.000,0.000,0.000,0.000,36.950
warehouse.QNC,31010655093250018,2024-04-01,20.200,122.220,122.220,0.000,81.514,0.000,183.534,0.000
warehouse.SHC,31011832044000000,2024-04-01,0.000,50.000,0.000,57.226,0.000,0.000,0.000,7.226
warehouse.LSD,31010055976000004,2024-04-01,69.356,368.270,0.000,376.772,0.000,0.000,0.000,77.858
warehouse.LAC,31010051995130101,2024-04-01,118.876,902.960,902.960,0.000,0.000,0.000,784.084,0.000
warehouse.GAA,31710000026000000,2024-04-01,49.484,32.900,0.000,21.061,0.000,0.000,0.000,37.645
warehouse.QNC,31010055976000004,2024-04-01,94.314,107.830,107.830,0.000,0.000,0.000,13.516,0.000
warehouse.WHC,31010010001000018,2024-04-01,8.646,0.000,0.000,0.000,1.160,0.000,0.000,7.486
warehouse.HBA,31010010011000000,2024-04-01,24.489,67.994,67.994,0.000,169.383,0.000,212.888,0.000
warehouse.HBA,31015830030000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31015830007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.CDA,31716450023000000,2024-04-01,24.720,4.720,0.000,0.000,0.000,0.000,0.000,20.000
warehouse.SQC,31015710002000000,2024-04-01,267.460,200.720,200.720,0.000,0.000,0.000,0.000,66.740
warehouse.PJC,31716450008000000,2024-04-01,3.824,22.150,0.000,34.520,0.000,0.000,0.000,16.194
warehouse.CYF,31716450006000000,2024-04-01,1.441,2.750,0.000,3.502,0.000,0.000,0.000,2.194
warehouse.LCA,31010010001200019,2024-04-01,0.000,34.250,0.000,49.753,0.000,0.000,0.000,15.503
warehouse.GAA,31726051602160081,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HRA,31012084303180400,2024-04-01,5.958,23.980,0.000,18.022,0.000,0.000,0.000,0.000
warehouse.SHC,31716457712000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31710000066000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.FSF,31010520004000001,2024-04-01,0.000,6.000,6.000,0.000,0.000,0.000,6.000,0.000
warehouse.SZC,31010057735000000,2024-04-01,257.169,402.500,402.500,0.000,85.978,0.000,231.309,0.000
warehouse.LSA,31015630001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.PJC,31726050032174000,2024-04-01,3.330,0.000,0.000,0.000,0.000,0.000,0.000,3.330
warehouse.LSD,31017153425000000,2024-04-01,13.591,52.710,0.000,48.183,0.000,0.000,0.000,9.063
warehouse.HEP,31710000012000000,2024-04-01,2.162,0.000,0.000,0.000,0.000,0.000,0.000,2.162
warehouse.JLC,31010725927180400,2024-04-01,32.126,392.610,392.610,0.000,0.000,0.000,360.484,0.000
warehouse.SXX,31016400008000000,2024-04-01,0.100,1.000,0.000,0.900,0.000,0.000,0.000,0.000
warehouse.QNC,31010030014000000,2024-04-01,248.748,459.790,459.790,0.000,64.789,0.000,275.831,0.000
warehouse.HNA,31710000032000000,2024-04-01,3.960,0.000,0.000,0.000,0.000,0.000,0.000,3.960
warehouse.SHC,31A10000005000000,2024-04-01,1.260,0.700,0.000,0.746,0.000,0.000,0.000,1.306
warehouse.HFC,31341420003130100,2024-04-01,4.025,118.390,118.390,0.000,0.000,0.000,114.365,0.000
warehouse.LCA,31A10000015000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31850000005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31010010144000000,2024-04-01,263.261,255.000,0.000,24.544,0.000,0.000,0.000,32.805
warehouse.GSC,31728040001000000,2024-04-01,48.840,24.000,0.000,0.000,0.000,0.000,0.000,24.840
warehouse.XXF,31710000012000000,2024-04-01,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.325
warehouse.YCD,31710000026000000,2024-04-01,22.680,0.000,0.000,0.000,0.000,0.000,0.000,22.680
warehouse.HSF,31455370004150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HNA,31010051995000000,2024-04-01,212.686,150.210,150.210,0.000,0.000,0.000,0.000,62.476
warehouse.MYA,31010200037006000,2024-04-01,13.860,30.320,0.000,27.239,0.000,0.000,0.000,10.779
warehouse.CYF,31726050032174000,2024-04-01,5.328,0.000,0.000,0.000,0.000,0.000,0.000,5.328
warehouse.GSC,31710000068000000,2024-04-01,10.300,0.000,0.000,0.000,0.000,0.000,0.000,10.300
warehouse.YCD,31010380034000000,2024-04-01,41.758,45.110,45.110,0.000,0.000,0.000,3.352,0.000
warehouse.GDC,31963010002000000,2024-04-01,2.970,0.060,0.000,0.000,0.000,0.000,0.000,2.910
warehouse.NJD,31010000068000001,2024-04-01,95.520,74.250,74.250,0.000,0.000,0.000,0.000,21.270
warehouse.HBA,31850000003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HRA,31285950003000000,2024-04-01,30.081,22.700,22.700,0.000,0.000,0.000,0.000,7.381
warehouse.SHC,31716450006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSA,31010185851000000,2024-04-01,7.210,41.180,0.000,33.970,0.000,0.000,0.000,0.000
warehouse.HEP,31010010146000000,2024-04-01,2.471,19.190,0.000,16.719,0.000,0.000,0.000,0.000
warehouse.GAA,31726051602000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31010020002000000,2024-04-01,3.000,6.270,0.000,3.270,0.000,0.000,0.000,0.000
warehouse.HBA,31963010004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31A40000005150101,2024-04-01,9.066,0.000,0.000,0.000,0.000,0.000,0.000,9.066
warehouse.SHC,31710000032000000,2024-04-01,9.990,0.000,0.000,0.000,0.000,0.000,0.000,9.990
warehouse.SHC,31850000012000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HFC,31B17377866000000,2024-04-01,0.537,0.080,0.000,0.000,0.000,0.000,0.000,0.457
warehouse.CZC,31080000007000000,2024-04-01,0.000,30.000,0.000,30.000,0.000,0.000,0.000,0.000
warehouse.GXC,31010056784250001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31010240013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSA,31010240013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HBA,31728040025000001,2024-04-01,0.000,2.660,2.660,0.000,69.141,0.000,71.801,0.000
warehouse.FSF,31716450014000000,2024-04-01,11.220,5.800,0.000,2.790,0.000,0.000,0.000,8.210
warehouse.LNC,31570000002171000,2024-04-01,0.000,110.000,110.000,0.000,0.000,0.000,110.000,0.000
warehouse.MYA,31014050003163273,2024-04-01,7.397,72.240,72.240,0.000,0.000,0.000,64.843,0.000
warehouse.HNA,31010210007000000,2024-04-01,229.165,118.230,0.000,0.000,0.000,0.000,0.000,110.935
warehouse.FJX,31710002226000200,2024-04-01,1.920,0.000,0.000,0.000,0.000,0.000,0.000,1.920
warehouse.HRA,31016730003180401,2024-04-01,0.666,2.000,0.000,1.334,0.000,0.000,0.000,0.000
warehouse.GDC,31010080227000001,2024-04-01,3.284,0.000,0.000,0.000,217.204,0.000,213.920,0.000
warehouse.SHC,31010051995120004,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31010010011000000,2024-04-01,8.440,0.000,0.000,0.000,0.000,0.000,0.000,8.440
warehouse.SHC,31457163318000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LJC,31710000012000000,2024-04-01,5.156,10.420,0.000,11.732,0.000,0.000,0.000,6.468
warehouse.GAA,31010058660000000,2024-04-01,12.577,24.550,0.000,15.907,0.000,0.000,0.000,3.934
warehouse.GAA,31451840007000000,2024-04-01,3.027,59.210,0.000,68.680,0.000,0.000,0.000,12.497
warehouse.WHC,31455370001000000,2024-04-01,86.448,13.380,13.380,0.000,93.985,0.000,20.917,0.000
warehouse.WZC,31010080017110200,2024-04-01,117.920,146.830,146.830,0.000,0.000,0.000,28.910,0.000
warehouse.BZC,31015830013000000,2024-04-01,16.458,6.730,0.000,4.352,0.000,0.000,0.000,14.079
warehouse.XAA,31016400002171000,2024-04-01,0.249,0.000,0.000,0.000,0.000,0.000,0.000,0.249
warehouse.WHC,31015640001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSD,31850000005000000,2024-04-01,2.883,0.000,0.000,0.000,0.000,0.000,0.000,2.883
warehouse.CYF,31726050008173000,2024-04-01,42.013,78.940,0.000,51.526,0.000,0.000,0.000,14.598
warehouse.NXF,31017010005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.BZC,31710000018000000,2024-04-01,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.300
warehouse.YTF,31456720002000000,2024-04-01,2.328,0.120,0.000,0.000,0.000,0.000,0.000,2.208
warehouse.SHC,31716750004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZZC,31717194419000000,2024-04-01,5.647,0.000,0.000,0.000,0.000,0.000,0.000,5.647
warehouse.CDA,31010010011000000,2024-04-01,0.008,0.230,0.000,0.222,0.000,0.000,0.000,0.000
warehouse.QNC,31010056784250001,2024-04-01,25.487,75.000,75.000,0.000,0.000,0.000,49.513,0.000
warehouse.QJC,31010000013000000,2024-04-01,10.086,36.222,36.222,0.000,27.520,0.000,53.656,0.000
warehouse.LNC,31011360022170010,2024-04-01,0.000,201.080,201.080,0.000,0.000,0.000,201.080,0.000
warehouse.KLC,31016400008000000,2024-04-01,0.893,0.000,0.000,0.000,0.000,0.000,0.000,0.893
warehouse.YCD,31010990035000000,2024-04-01,294.624,420.260,0.000,171.584,0.000,0.000,0.000,45.948
warehouse.LAC,31017018178000000,2024-04-01,39.558,52.310,0.000,31.865,0.000,0.000,0.000,19.113
warehouse.WZC,31010150045111203,2024-04-01,1266.150,3436.260,3436.260,0.000,0.000,0.000,2170.110,0.000
warehouse.YCF,31010030005000000,2024-04-01,327.102,672.010,672.010,0.000,180.537,0.000,525.445,0.000
warehouse.MYA,31010055173000000,2024-04-01,15.720,64.400,0.000,62.267,0.000,0.000,0.000,13.587
warehouse.LSA,31457020001000000,2024-04-01,0.525,0.000,0.000,0.000,0.000,0.000,0.000,0.525
warehouse.XDF,31011520001000000,2024-04-01,63.970,170.210,170.210,0.000,1311.304,0.000,1417.544,0.000
warehouse.HFC,31015760009130001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31010010001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HBA,31010010139203800,2024-04-01,0.189,71.340,71.340,0.000,5.510,0.000,76.661,0.000
warehouse.LCA,31010058660000000,2024-04-01,8.480,4.620,0.000,0.000,0.000,0.000,0.000,3.860
warehouse.YCD,31015830008000000,2024-04-01,1.056,0.000,0.000,0.000,0.000,0.000,0.000,1.056
warehouse.XXF,31010051995000000,2024-04-01,340.082,393.560,393.560,0.000,0.000,0.000,53.478,0.000
warehouse.HEP,31010010013000034,2024-04-01,1.260,0.000,0.000,0.000,0.000,0.000,0.000,1.260
warehouse.HNA,31816150014000000,2024-04-01,9.739,41.690,41.690,0.000,0.000,0.000,31.951,0.000
warehouse.SZC,31010060116000000,2024-04-01,29.869,13.000,0.000,0.000,0.000,0.000,0.000,16.869
warehouse.SHC,31010050259000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HND,31015580001000000,2024-04-01,1.885,0.400,0.000,0.000,0.000,0.000,0.000,1.485
warehouse.SHC,31710002226000100,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.NJD,31014050003000005,2024-04-01,27.260,45.830,45.830,0.000,0.000,0.000,18.570,0.000
warehouse.LJC,31016400004000000,2024-04-01,2.520,0.000,0.000,0.000,0.000,0.000,0.000,2.520
warehouse.HFC,31010060116000000,2024-04-01,0.000,23.200,0.000,29.638,0.000,0.000,0.000,6.438
warehouse.KLC,31010900016000000,2024-04-01,11.635,25.670,0.000,40.502,0.000,0.000,0.000,26.467
warehouse.CDA,31716450013000000,2024-04-01,0.000,0.080,0.000,0.145,0.000,0.000,0.000,0.065
warehouse.LNC,31013050047171100,2024-04-01,86.566,293.970,293.970,0.000,16.640,0.000,224.044,0.000
warehouse.HNA,31A10000004000000,2024-04-01,53.171,30.320,0.000,0.187,0.000,0.000,0.000,23.037
warehouse.XXF,31010010001150104,2024-04-01,91.774,136.490,0.000,66.959,0.000,0.000,0.000,22.243
warehouse.QJC,31015640002000000,2024-04-01,121.277,107.596,107.596,0.000,167.861,0.000,154.180,0.000
warehouse.SHC,31010051537120008,2024-04-01,0.496,141.000,141.000,0.000,0.000,0.000,140.504,0.000
warehouse.QNC,31728040031000001,2024-04-01,111.000,849.220,0.000,796.242,0.000,0.000,0.000,58.022
warehouse.BBD,31010570012000000,2024-04-01,145.206,629.930,629.930,0.000,0.000,0.000,484.724,0.000
warehouse.LAC,31716450006000000,2024-04-01,200.000,57.660,0.000,0.000,0.000,0.000,0.000,142.340
warehouse.ZZC,31011980007280003,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HNA,31013340005000000,2024-04-01,70.256,86.190,86.190,0.000,0.000,0.000,15.934,0.000
warehouse.QNC,31015580001000000,2024-04-01,7.405,0.000,0.000,0.000,0.000,0.000,0.000,7.405
warehouse.GAA,31716452099000001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QJC,31010037484000000,2024-04-01,96.789,670.040,670.040,0.000,105.246,0.000,678.497,0.000
warehouse.BBD,31341450006000000,2024-04-01,44.218,1081.200,1081.200,0.000,0.000,0.000,1036.982,0.000
warehouse.GDC,31010010120240600,2024-04-01,502.232,849.490,849.490,0.000,0.000,0.000,347.258,0.000
warehouse.LJC,31850000005000000,2024-04-01,0.404,0.410,0.000,0.204,0.000,0.000,0.000,0.198
warehouse.HRA,31710000004000000,2024-04-01,3.780,28.770,0.000,60.998,0.000,0.000,0.000,36.008
warehouse.ZZC,31010030005000002,2024-04-01,350.040,1504.100,1504.100,0.000,0.000,0.000,1154.060,0.000
warehouse.GXC,31010010013000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.CDA,31016400002000000,2024-04-01,6.819,5.900,0.000,1.936,0.000,0.000,0.000,2.855
warehouse.GXC,31010010003160015,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.KLC,31010050228000001,2024-04-01,53.092,0.000,0.000,0.000,132.813,0.000,79.721,0.000
warehouse.HBA,31457163318000000,2024-04-01,3.520,0.476,0.000,0.000,0.000,0.000,0.000,3.044
warehouse.LSA,31016400008000000,2024-04-01,12.722,10.560,0.000,7.765,0.000,0.000,0.000,9.927
warehouse.WHC,31716740019000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YCD,31010051995000000,2024-04-01,220.228,556.260,556.260,0.000,0.000,0.000,336.032,0.000
warehouse.SHC,31014700002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31710000056000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSA,31010010013168600,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LJC,31010210035000000,2024-04-01,88.601,83.670,83.670,0.000,20.608,0.000,15.677,0.000
warehouse.YTF,31716450006000000,2024-04-01,0.720,0.270,0.000,0.000,0.000,0.000,0.000,0.450
